Plant_ID,Production_Date,Shift,Planned_Units,Units_Produced,Defective_Units,Defect_Type,Supplier_ID,Raw_Material,Lead_Time_Days,Downtime_Minutes,Downtime_Reason,Inventory_Level,Reorder_Level,Production_Cost_Per_Unit,Delivery_Delay_Days,Defect_Rate,Production_Efficiency,Inventory_Status
R_Pune,20-09-2024,C,193,166,3,Electrical,Mahindra_Suppliers,Body_Parts,13,57,Maintenance,215,492,65026.21,5,1.81,86.01,Below Reorder
R_Aurangabad,27-08-2024,C,244,234,11,Welding,ZF,Electronics,3,63,Maintenance,490,314,62909.68,2,4.7,95.9,Optimal
R_Aurangabad,20-05-2024,C,187,153,12,Painting,Mahindra_Suppliers,Electronics,15,118,Maintenance,661,433,69855.8,5,7.84,81.82,Optimal
R_Chakan,08-07-2024,C,225,197,12,Painting,ZF,Body_Parts,2,73,Maintenance,1159,564,58796.19,1,6.09,87.56,Optimal
R_Aurangabad,21-04-2024,C,245,231,9,Welding,Mahindra_Suppliers,Engine_Parts,11,5,Power_Failure,930,394,67447.93,3,3.9,94.29,Optimal
R_Pune,08-09-2024,A,203,173,1,Welding,Continental,Electronics,10,111,Machine_Failure,381,379,69350.25,0,0.58,85.22,Optimal
R_Chakan,30-03-2024,C,228,206,2,Electrical,Continental,Body_Parts,3,151,Maintenance,637,370,66963.65,1,0.97,90.35,Optimal
R_Chakan,05-05-2024,C,252,249,4,Painting,Mahindra_Suppliers,Electronics,13,68,Maintenance,825,413,56839.92,1,1.61,98.81,Optimal
R_Chakan,16-03-2024,C,209,194,2,No Defect,Mahindra_Suppliers,Body_Parts,12,125,Power_Failure,1015,427,67896.91,2,1.03,92.82,Optimal
R_Aurangabad,07-09-2024,C,225,213,2,Welding,Valeo,Electronics,10,11,Material_Shortage,824,398,75524.75,0,0.94,94.67,Optimal
R_Aurangabad,30-09-2024,A,239,233,1,Welding,Continental,Body_Parts,14,155,Material_Shortage,786,309,77256.03,3,0.43,97.49,Optimal
R_Aurangabad,07-09-2024,C,220,181,10,Welding,Mahindra_Suppliers,Gearbox,8,100,Maintenance,388,545,70958.62,3,5.52,82.27,Below Reorder
R_Chakan,24-05-2024,B,250,228,13,Painting,Bosch,Electronics,3,74,Material_Shortage,512,325,61910.54,2,5.7,91.2,Optimal
R_Chakan,05-01-2024,A,249,213,5,Assembly,Continental,Electronics,6,126,Power_Failure,951,362,56003.98,2,2.35,85.54,Optimal
R_Pune,28-08-2024,B,246,208,5,Welding,ZF,Engine_Parts,2,72,Machine_Failure,499,404,67125.74,5,2.4,84.55,Optimal
R_Aurangabad,27-09-2024,B,256,249,6,Electrical,Valeo,Electronics,10,62,Machine_Failure,1161,410,48398.9,4,2.41,97.27,Optimal
R_Chakan,20-04-2024,B,186,148,10,Welding,Bosch,Electronics,4,83,Material_Shortage,1036,332,65254.13,2,6.76,79.57,Optimal
R_Aurangabad,08-06-2024,B,186,157,15,Assembly,Bosch,Gearbox,6,165,Power_Failure,1161,475,59983.14,3,9.55,84.41,Optimal
R_Chakan,03-04-2024,C,183,155,0,No Defect,Valeo,Gearbox,7,89,Power_Failure,452,472,76784.74,4,0.0,84.7,Below Reorder
R_Pune,25-02-2024,A,200,189,6,Electrical,ZF,Engine_Parts,9,117,Machine_Failure,1108,500,75231.06,4,3.17,94.5,Optimal
R_Aurangabad,16-08-2024,C,258,233,6,Welding,Bosch,Body_Parts,13,47,Maintenance,1030,562,67364.13,3,2.58,90.31,Optimal
R_Aurangabad,15-01-2024,A,248,213,6,Welding,ZF,Engine_Parts,6,167,Maintenance,477,398,74314.91,2,2.82,85.89,Optimal
R_Pune,13-02-2024,A,181,173,15,No Defect,ZF,Engine_Parts,2,150,Maintenance,1153,353,48820.93,0,8.67,95.58,Optimal
R_Pune,01-04-2024,B,240,228,12,Welding,Mahindra_Suppliers,Engine_Parts,8,135,Maintenance,387,439,71273.0,4,5.26,95.0,Below Reorder
R_Pune,21-02-2024,B,219,205,3,Electrical,Valeo,Electronics,11,179,Material_Shortage,548,360,55011.8,5,1.46,93.61,Optimal
R_Chakan,25-05-2024,A,187,159,11,No Defect,Mahindra_Suppliers,Gearbox,3,97,Material_Shortage,1191,336,59499.39,3,6.92,85.03,Optimal
R_Pune,04-01-2024,C,231,214,3,Painting,Bosch,Engine_Parts,5,83,Power_Failure,298,428,73716.96,5,1.4,92.64,Below Reorder
R_Pune,19-04-2024,B,199,166,13,Assembly,Valeo,Body_Parts,13,142,Machine_Failure,612,516,53169.15,2,7.83,83.42,Optimal
R_Chakan,04-08-2024,A,206,181,12,Assembly,ZF,Gearbox,3,3,Machine_Failure,255,379,66209.75,2,6.63,87.86,Below Reorder
R_Pune,10-07-2024,C,190,179,5,No Defect,Continental,Body_Parts,11,57,Power_Failure,991,393,60606.91,3,2.79,94.21,Optimal
R_Pune,18-04-2024,B,253,236,13,Painting,Bosch,Gearbox,2,50,Material_Shortage,744,501,79501.95,0,5.51,93.28,Optimal
R_Pune,25-03-2024,B,242,236,8,Welding,Mahindra_Suppliers,Gearbox,14,177,Power_Failure,850,364,56748.43,0,3.39,97.52,Optimal
R_Aurangabad,24-05-2024,A,195,194,8,No Defect,ZF,Body_Parts,14,145,Material_Shortage,214,349,72064.55,4,4.12,99.49,Below Reorder
R_Aurangabad,20-08-2024,C,258,230,11,Painting,Bosch,Electronics,14,4,Maintenance,952,489,71297.12,3,4.78,89.15,Optimal
R_Aurangabad,17-03-2024,A,243,239,15,Painting,Mahindra_Suppliers,Gearbox,3,35,Material_Shortage,926,388,76861.35,1,6.28,98.35,Optimal
R_Pune,11-03-2024,C,242,229,2,No Defect,ZF,Electronics,7,81,Machine_Failure,682,579,50567.13,0,0.87,94.63,Optimal
R_Chakan,03-01-2024,C,255,238,12,Welding,Mahindra_Suppliers,Engine_Parts,10,106,Material_Shortage,943,419,53680.56,2,5.04,93.33,Optimal
R_Aurangabad,30-05-2024,C,238,202,15,Assembly,ZF,Gearbox,7,104,Material_Shortage,269,475,66501.83,0,7.43,84.87,Below Reorder
R_Aurangabad,30-08-2024,A,195,160,9,Painting,Mahindra_Suppliers,Electronics,11,96,Maintenance,483,452,73220.58,3,5.62,82.05,Optimal
R_Chakan,07-03-2024,C,228,218,6,No Defect,Bosch,Gearbox,3,86,Power_Failure,520,368,61059.24,1,2.75,95.61,Optimal
R_Aurangabad,29-08-2024,B,182,144,4,Assembly,Valeo,Electronics,2,161,Machine_Failure,991,450,70528.11,3,2.78,79.12,Optimal
R_Pune,03-02-2024,B,191,159,9,Painting,Bosch,Engine_Parts,11,132,Machine_Failure,300,583,63846.4,5,5.66,83.25,Below Reorder
R_Pune,13-10-2024,B,235,196,4,Welding,Bosch,Gearbox,2,171,Material_Shortage,1094,391,74782.73,2,2.04,83.4,Optimal
R_Pune,29-01-2024,C,218,214,5,Assembly,Mahindra_Suppliers,Body_Parts,12,98,Material_Shortage,1187,514,45400.85,2,2.34,98.17,Optimal
R_Pune,11-10-2024,C,240,227,14,Electrical,Valeo,Electronics,11,148,Power_Failure,828,423,70680.43,0,6.17,94.58,Optimal
R_Pune,28-05-2024,B,184,169,7,Welding,Valeo,Engine_Parts,6,139,Machine_Failure,211,491,59047.06,5,4.14,91.85,Below Reorder
R_Pune,23-05-2024,A,213,204,14,Painting,Continental,Electronics,13,146,Maintenance,699,432,62020.06,0,6.86,95.77,Optimal
R_Aurangabad,31-05-2024,B,244,228,10,Assembly,Continental,Gearbox,5,154,Maintenance,339,327,47973.99,1,4.39,93.44,Optimal
